?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/AISM_0004022>	"The ridge of the head capsule surrounding the eye cuticle."@en	
<http://purl.obolibrary.org/obo/COLAO_0000134>	"The anterior branch of the cubital vein that is composed of the third and fourth anal anterior branches of the beetle wing."@en	
<http://purl.obolibrary.org/obo/COLAO_0000212>	"The elytral stria that is lateral to the elytral interstria 6."@en	
<http://purl.obolibrary.org/obo/AISM_0004289>	"The insect abdominal segment that is posterior to the insect abdominal segment I and composed of abdominal tergite II and abdominal sternite II."@en	"http://flybase.org/cgi-bin/cvreport.pl?cvterm=FBbt:00000023"
<http://purl.obolibrary.org/obo/AISM_0004292>	"The insect abdominal segment that is posterior to the insect abdominal segment IV and composed of abdominal tergite V and abdominal sternite V."@en	"http://flybase.org/cgi-bin/cvreport.pl?cvterm=FBbt:00000026"
<http://purl.obolibrary.org/obo/AISM_0000530>	"The region of the cuticle that bears an anatomical collection that is composed of setae."@en	
<http://purl.obolibrary.org/obo/AISM_0004159>	"The region of the cuticle on the dorsal region of the epimeron."@en	
<http://purl.obolibrary.org/obo/COLAO_0000014>	"The region of cuticle on the lateral region of the elytron."@en	
<http://purl.obolibrary.org/obo/COLAO_0000082>	"The cuticular ridge on the cuticle of the prothorax that coincides with the notosternal sulcus."@en	
<http://purl.obolibrary.org/obo/AISM_0004098>	"The conjunctiva of the insect abdomen that connects the abdominal tergite VII and the abdominal tergite VIII."@en	
<http://purl.obolibrary.org/obo/AISM_0002074>	"The dorsal longitudinal thoracic muscle that is attached to the cervical sclerite and the postocciput."@en	
<http://purl.obolibrary.org/obo/AISM_0004218>	"The insect thoracic muscle that extends between the mesofurca and the metafurca."@en	
<http://purl.obolibrary.org/obo/AISM_0004095>	"Is the abdominal tergite of the preabdomen that is attached to the posterior margin of the abdominal tergite VI by the abdominal tergite VI-abdominal tergite VII conjunctiva and to the anterior margin of the abdominal tergite VIII by the abdominal tergite VII-abdominal tergite VIII conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0000155>	"The somatic muscle that inserts in the metatibia."@en	
<http://purl.obolibrary.org/obo/AISM_0004303>		
<http://purl.obolibrary.org/obo/AISM_0000006>	"The region of cuticle that corresponds with an invagination of the single layer epidermis (epidermal fold). The cuticular invagination sometimes corresponds to a cuticular depression (concavity on the surface of the cuticle)."@en	
<http://purl.obolibrary.org/obo/COLAO_0000060>	"The setose cuticle of the epipharynx that is posterior to the anterior epipharyngeal sclerite."@en	
<http://purl.obolibrary.org/obo/AISM_0000049>	"The cuticle of the appendage of the labium, and part of the ligula, that is attached to the prementum by the premental-glossal conjunctiva."@en	
<http://purl.obolibrary.org/obo/CL_0000000>	"A material entity of anatomical origin (part of or deriving from an organism) that has as its parts a maximally connected cell compartment surrounded by a plasma membrane."	"CALOHA:TS-2035 MESH:D002477 XAO:0003012 VHOG:0001533 GO:0005623 FBbt:00007002 FMA:68646 WBbt:0004017 KUPO:0000002"
<http://purl.obolibrary.org/obo/AISM_0004179>	"The conjunctiva that encircles the protibia by joining the distal margin of the profemur and the proximal margin of the protibia."@en	
<http://purl.obolibrary.org/obo/AISM_0000529>	"The region of cuticle that bears an anatomical collection that is composed of punctures."@en	
<http://purl.obolibrary.org/obo/AISM_0000031>	"The cuticle of the paired appendage of the insect thorax that is composed of coxa, trochanter, femur, tibia, tarsus, and pretarsus."@en	
<http://purl.obolibrary.org/obo/COLAO_0000151>	"The insect spiracle composed of a sieve plate of the cribriform spiracle and a spiracular scar."@en	
<http://purl.obolibrary.org/obo/AISM_0004208>	"The insect thoracic muscle that extends between two nota (or terga)."@en	
<http://purl.obolibrary.org/obo/AISM_0000102>	"The conjunctiva that encircles a ring sclerite."@en	
<http://purl.obolibrary.org/obo/COLAO_0000221>	"The elytral interstria that is lateral to the elytral stria 10."@en	
<http://purl.obolibrary.org/obo/AISM_0000047>	"The cuticle of the appendage of the insect leg that is attached to the cuticle of tarsus by the tarso-pretarsal conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0004029>	"The cuticular suture that surrounds the frons and is connected to the coronal suture."@en	
<http://purl.obolibrary.org/obo/AISM_0000188>	"The solid cuticular invagination of a sclerite."@en	
<http://purl.obolibrary.org/obo/AISM_0004105>	"The abdominal sternite of the preabdomen that is attached to the posterior margin of the abdominal sternite II by the abdominal sternite II-abdominal sternite III conjunctiva and to the anterior margin of the abdominal sternite IV by the abdominal sternite III-abdominal sternite IV conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0000035>	"The cuticle of the paired appendage of the mesothorax that is posterior to the cuticle of a fore leg, anterior to the cuticle of a hind leg, and composed of cuticle of mesocoxa, cuticle of mesotrochanter, cuticle of mesofemur, cuticle of mesotibia, cuticle of mesotarsus, and cuticle of mesopretarsus."@en	
<http://purl.obolibrary.org/obo/AISM_0000100>	"The conjunctiva of the insect thorax that joins the pronotum and the mesonotum."@en	
<http://purl.obolibrary.org/obo/AISM_0004130>	"The ventral region of the cuticle of the insect thorax that is attached to the ventral margin of the pleuron."@en	
<http://purl.obolibrary.org/obo/AISM_0004169>	"The cuticle of the segment of the leg that is composed of tarsomeres connected to each other by intertarsomeral conjunctiva. The first tarsomere is connected to the distal margin of the tibia by the tibio-tarsal conjunctiva and last tarsomere is connected to the proximal margin of the pretarsus by the tarso-pretarsal conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0004302>		
<http://purl.obolibrary.org/obo/AISM_0000124>	"The conjunctiva of the mid leg joining the distal margin of a mesocoxa and the proximal margin of a mesotrochanter."@en	
<http://purl.obolibrary.org/obo/AISM_0002075>	"The dorsal longitudinal thoracic muscle that is attached to the pronotum and the prophragma."@en	
<http://purl.obolibrary.org/obo/AISM_0004177>	"The conjunctiva that encircles the metafemur by joining the distal margin of the metatrochanter and the proximal margin of the metafemur."@en	
<http://purl.obolibrary.org/obo/AISM_0004018>	"The conjunctiva of the insect maxilla that connects the clypeus and the labrum."@en	
<http://purl.obolibrary.org/obo/AISM_0000170>	"The sclerite that is continuous with the basal metacoxal conjunctiva and the basal wing conjunctiva and contains the metafurca."@en	
<http://purl.obolibrary.org/obo/AISM_0004052>	"The sense organ of the insect head that is covered by the eye cuticle."@en	
<http://purl.obolibrary.org/obo/AISM_0002068>	"The insect thoracic muscle that extends between the notum (or tergum) and the pleura."@en	
<http://purl.obolibrary.org/obo/BSPO_0000069>	"Anatomical region that overlaps the dorsal and medial regions of the body or body part."	
<http://purl.obolibrary.org/obo/AISM_0004047>	"The ridge composing the posterior region of the subgenal ridge."@en	
<http://purl.obolibrary.org/obo/COLAO_0000220>	"The elytral stria that is lateral to the elytral interstria 10."@en	
<http://purl.obolibrary.org/obo/AISM_0004081>	"The cuticular protrusion of the pleuron that is connected lateraly to the notum."@en	
<http://purl.obolibrary.org/obo/AISM_0000075>	"The cuticle of the segment of a leg attached to the distal margin of the femur by the femoro-tibial conjunctiva and to the proximal margin of the tarsus by the tibio-tarsal conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0000151>	"The somatic muscle that inserts in the mesofemur."@en	
<http://purl.obolibrary.org/obo/COLAO_0000095>	"The bilaterally paired dorso-lateral apodeme of the metendosternite that is distal to the metendosternal lamina."@en	
<http://purl.obolibrary.org/obo/AISM_0000056>	"The trochantin that is located on the ventro-lateral region of the metathorax and is attached to a metacoxa and surrounded by the basal metacoxal conjunctiva."@en	
<http://purl.obolibrary.org/obo/PATO_0001419>	"A shape quality inhering in a bearer by virtue of the bearer's terminating in a point or edge."	
<http://purl.obolibrary.org/obo/AISM_0004154>	"The dorsal region of the episternum that is dorsal to the anapleural sulcus."	
<http://purl.obolibrary.org/obo/AISM_0000148>	"The somatic muscle that inserts in the tibia."@en	
<http://purl.obolibrary.org/obo/PATO_0000984>	"A porosity quality inhering in a bearer by virtue of the bearer's being capable of admitting the passage of gas or liquid through pores or interstices."	
<http://purl.obolibrary.org/obo/AISM_0002032>	"The insect cranio-maxillar muscle that is attached to the tentorium and the stipes."@en	
<http://purl.obolibrary.org/obo/COLAO_0000154>	"The elytral stria with elevated surface."@en	
<http://purl.obolibrary.org/obo/COLAO_0000000>	"The sclerotized fore wing of beetles."@en	
<http://purl.obolibrary.org/obo/PATO_0002425>	"Open to view or not covered by another entity. [database_cross_reference: PATOC:WD]"@en	
<http://purl.obolibrary.org/obo/COLAO_0000206>	"The elytral stria that is lateral to the elytral interstria 3."@en	
<http://purl.obolibrary.org/obo/AISM_0004075>	"The orifice in the postabdomen that marks the opening of the reproductive system."@en	
<http://purl.obolibrary.org/obo/AISM_0004194>	"The cuticle of the appendage of the fore leg that is attached to the protarsus by the protarso-propretarsal conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0000165>	"The cuticle of the appendage of the insect head that is encircled by the oral foraminal conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0002048>	"The internal apodeme that is continuous with the cuticle of the notum and is attached to a dorsal longitudinal muscle."@en	
<http://purl.obolibrary.org/obo/BSPO_0000071>	"Anatomical region anteriorly located on the body or body part."	"FBql:00005848"
<http://purl.obolibrary.org/obo/AISM_0002083>	"The dorsal longitudinal thoracic muscle that extends between the medial region of the prophragma and the medial region of the mesophragma."@en	
<http://purl.obolibrary.org/obo/AISM_0004058>	"The sclerite of the insect abdomen that is ventral and medial."@en	
<http://purl.obolibrary.org/obo/BSPO_0000417>	"Anatomical plane that divides a bilateral body into left and right parts, not necessarily of even size."	"FMA:11361"
<http://purl.obolibrary.org/obo/AISM_0004031>	"The ridge of the head capsule comprising the posterior region of the subgenal ridge."@en	
<http://purl.obolibrary.org/obo/AISM_0000051>	"The cuticle of the appendage of the insect maxilla that is attached to the cuticle of palpifer by the palpifero-palpal conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0004084>	"The conjunctiva of the insect abdomen that joins the abdominal sternite VIII and the gonocoxa VIII."@en	
<http://purl.obolibrary.org/obo/AISM_0004138>	"The part of the sternum that is attached to the posterior margin of the basisternum and to the anterior margin of the spinasternum."@en	
<http://purl.obolibrary.org/obo/COLAO_0000135>	"The cross-vein of the beetle wing that is adjacent to the radial posterior vein and to the medial spur of the beetle wing."@en	
<http://purl.obolibrary.org/obo/AISM_0004106>	"The abdominal sternite of the preabdomen that is attached to the posterior margin of the abdominal sternite III by the abdominal sternite III-abdominal sternite IV conjunctiva and to the anterior margin of the abdominal sternite V by the abdominal sternite IV-abdominal sternite V conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0000186>	"The cuticular seta that is elongated and acuminate."@en	
<http://purl.obolibrary.org/obo/COLAO_0000044>	"The dorsal region of the eye cuticle."@en	
<http://purl.obolibrary.org/obo/AISM_0004070>	"The cuticle of the appendage of the abdominal sternite VIII that is part of the ovipositor."@en	
<http://purl.obolibrary.org/obo/AISM_0004277>	"The thoracic foramen that is at the anterior margin of the cuticle of the prothorax."@en	
<http://purl.obolibrary.org/obo/AISM_0000187>	"Seta that is located in the middle of a depression with narrowed external opening."@en	
<http://purl.obolibrary.org/obo/COLAO_0000249>	"The cuticular lobe that is part of the proximolateral region of the cuticle of the paramere."@en	
<http://purl.obolibrary.org/obo/AISM_0004307>	"The cuticular seta that is adjacent to the cuticle of the pretarsus."@en	
<http://purl.obolibrary.org/obo/AISM_0000197>	"The foramen encircled by a sclerite."@en	
<http://purl.obolibrary.org/obo/AISM_0004025>	"The dorsal region of the head capsule that surrounds the coronal suture, and is connected laterally to the genae."@en	
<http://purl.obolibrary.org/obo/AISM_0000132>	"The multiporous plate that is elongated."@en	
<http://purl.obolibrary.org/obo/AISM_0000145>	"The coxal muscle of the procoxa."@en	
<http://purl.obolibrary.org/obo/AISM_0000059>	"The notum or sclerite on the dorsal region of the prothorax that is attached to cranial muscles, procoxal muscles, contiuous posterioirly with the neck membrane and with pronoto-propleural conjunctiva and not adjacent (not touching) to the procoxa."@en	
<http://purl.obolibrary.org/obo/AISM_0000017>	"The articulation between the head and the neck."@en	
<http://purl.obolibrary.org/obo/PATO_0000591>	"A thickness which is relatively high."	
<http://purl.obolibrary.org/obo/COLAO_0000203>	"The elytral interstria that is lateral to the elytral stria 1."@en	
<http://purl.obolibrary.org/obo/AISM_0004215>	"The insect thoracic muscle that is attached to a furca and to a trochanter."@en	
<http://purl.obolibrary.org/obo/AISM_0004294>	"The insect abdominal segment that is posterior to the insect abdominal segment VI and composed of abdominal tergite VII and abdominal sternite VII."@en	"http://flybase.org/cgi-bin/cvreport.pl?cvterm=FBbt:00000028"
<http://purl.obolibrary.org/obo/COLAO_0000023>	"The epimeron on the posterior region of the mesopleuron."@en	
<http://purl.obolibrary.org/obo/AISM_0004109>	"The abdominal sternite of the preabdomen that is attached to the posterior margin of the abdominal sternite VI by the abdominal sternite VI-abdominal sternite VII conjunctiva and to the anterior margin of the abdominal sternite VIII by the abdominal sternite VII-abdominal sternite VIII conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0004310>	"The region of the insect wing that is posterior to the costal field of the insect wing."@en	
<http://purl.obolibrary.org/obo/AISM_0000123>	"The conjunctiva of the fore leg joining the distal margin of a procoxa and the proximal margin of a protrochanter."@en	
<http://purl.obolibrary.org/obo/AISM_0004279>	"The thoracic foramen that is at the anterior margin of the cuticle of the mesothorax."@en	
<http://purl.obolibrary.org/obo/AISM_0004144>	"The sclerite of the notum that is attached to the anterior margin of the scutum."@en	
<http://purl.obolibrary.org/obo/UBERON_6007284>	"A region of cuticle and its underlying epidermis."	"FBbt:00007284"
<http://purl.obolibrary.org/obo/COLAO_0000089>	"The protrochantin that is fused with the propleuron."@en	
<http://purl.obolibrary.org/obo/AISM_0000013>	"A part or structure that is produced by evagination."@en	
<http://purl.obolibrary.org/obo/COLAO_0000085>	"The antennomere that is cup-shaped."@en	
<http://purl.obolibrary.org/obo/COLAO_0000107>	"The region of the beetle wing that is distal to the axillary region of the insect wing and proximal to the costal vein of the insect wing."@en	
<http://purl.obolibrary.org/obo/AISM_0004136>	"The part of the sternum that is attached to the anterior margin of the basisternum."@en	
<http://purl.obolibrary.org/obo/AISM_0000523>	"Dorsal part of postabdomen"	
<http://purl.obolibrary.org/obo/AISM_0004259>	"The insect wing fold that is distal to the axillary region."@en	
<http://purl.obolibrary.org/obo/UBERON_0000993>	"A tube or collection of tubes in an animal from the ovaries to the outside of the body."	"UMLS:C0029954 EFO:0000974 MESH:D010057 XAO:0003052 EMAPA:18984 http://en.wikipedia.org/wiki/Oviduct BTO:0000980 http://linkedlifedata.com/resource/umls/id/C0029954 ZFA:0000560 TAO:0000560 VHOG:0001136 Wikipedia:Oviduct MAT:0000126 MIAA:0000126 AAO:0010533 BSA:0000083 NCIT:C77957 GAID:366"
<http://purl.obolibrary.org/obo/COLAO_0000131>	"The anterior branch of the anal vein that is composed of the anal anterior branch 1+2 and the cubital anterior branch 3+4 of the beetle wing."@en	
<http://purl.obolibrary.org/obo/AISM_0004245>	"The posterior region of the insect wing."@en	
<http://purl.obolibrary.org/obo/COLAO_0000086>	"The cuticle of the mouthpart composed at least by the cuticle of the galea."@en	
<http://purl.obolibrary.org/obo/COLAO_0000013>	"The region of the cuticle on the dorsal region of an elytron."@en	
<http://purl.obolibrary.org/obo/COLAO_0000033>	"The carina on the frons that is dorsal to the antennal foramen."@en	
<http://purl.obolibrary.org/obo/PATO_0000586>	"A size quality which is relatively high."	
<http://purl.obolibrary.org/obo/AISM_0000055>	"The trochantin that is located on the ventro-lateral region of the prothorax and is attached to a procoxa and surrounded by the basal procoxal conjunctiva."@en	
<http://purl.obolibrary.org/obo/COLAO_0000109>	"The posterior region of the subcostal vein of the insect wing."@en	
<http://purl.obolibrary.org/obo/COLAO_0000084>	"The cuticular groove on the distal side of the cuticle of an antennomere that bears cuticular sensillae."@en	
<http://purl.obolibrary.org/obo/PATO_0000592>	"A thickness which is relatively low."	
